JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Deputy Court Clerk II,20469.78,0.0,4970.59,2013,25440.37,33681.48,San Francisco
PS Aide Health Services,22109.56,0.0,0.0,2013,22109.56,33674.83,San Francisco
Transit Fare Inspector,20330.01,1690.48,1209.6,2013,23230.09,33658.05,San Francisco
Eligibility Worker,19927.54,2827.99,1122.42,2013,23877.95,33638.66,San Francisco
Public Defender's Investigator,16171.2,0.0,12057.23,2013,28228.43,33636.59,San Francisco
IS Administrator 2,24094.13,0.0,0.0,2013,24094.13,33626.19,San Francisco
IT Operations Support Admin IV,24314.33,0.0,0.0,2013,24314.33,33615.54,San Francisco
Secretary 2,14724.0,0.0,12502.84,2013,27226.84,33615.45,San Francisco
Special Nurse,27970.91,0.0,932.79,2013,28903.7,33596.16,San Francisco
Transit Fare Inspector,22711.81,69.53,536.81,2013,23318.15,33595.67,San Francisco
Public Service Trainee,21634.62,0.0,13.85,2013,21648.47,33577.91,San Francisco
Custodian,23905.62,0.0,1748.03,2013,25653.65,33575.81,San Francisco
Transit Fare Inspector,20126.7,3243.03,172.8,2013,23542.53,33564.8,San Francisco
Deputy Sheriff,24138.8,55.04,798.93,2013,24992.77,33561.45,San Francisco
Public Service Trainee,21634.62,0.0,0.0,2013,21634.62,33560.49,San Francisco
Custodian,28065.98,297.17,327.61,2013,28690.76,33524.12,San Francisco
Electrical Transit System Mech,25926.22,0.0,550.0,2013,26476.22,33500.81,San Francisco
Plumber,22584.11,1100.4,1948.85,2013,25633.36,33496.27,San Francisco
Licensed Vocational Nurse,28748.43,1553.64,2851.3,2013,33153.37,33484.95,San Francisco
Special Nurse,24519.6,0.0,4086.6,2013,28606.2,33483.18,San Francisco
Special Nurse,28232.76,0.0,310.22,2013,28542.98,33479.14,San Francisco
Sr Community Dev Spec 2,33294.46,0.0,0.0,2013,33294.46,33472.23,San Francisco
Library Page,22154.13,0.0,211.76,2013,22365.89,33471.85,San Francisco
Community Police Services Aide,21147.0,0.0,1830.11,2013,22977.11,33454.73,San Francisco
PS Aide to Prof,23284.24,0.0,0.0,2013,23284.24,33438.8,San Francisco
Library Page,22177.39,0.0,5.43,2013,22182.82,33437.83,San Francisco
Community Police Services Aide,21147.0,942.56,1025.05,2013,23114.61,33421.99,San Francisco
Health Worker 3,21934.0,0.0,921.62,2013,22855.62,33420.87,San Francisco
Psychiatric Technician,18372.46,635.85,7498.29,2013,26506.6,33399.98,San Francisco
Transit Operator,18658.42,2858.04,2854.76,2013,24371.22,33382.89,San Francisco
Parking Control Officer,21903.39,0.0,2002.36,2013,23905.75,33368.5,San Francisco
Porter,20136.0,796.62,958.16,2013,21890.78,33341.78,San Francisco
Automotive Service Worker,19306.0,4927.54,3837.35,2013,28070.89,33335.81,San Francisco
Electrical Inspector,33001.06,0.0,0.0,2013,33001.06,33331.08,San Francisco
Pr Administrative Analyst,24696.4,0.0,1239.08,2013,25935.48,33325.34,San Francisco
Track Maintenance Worker,21706.99,435.85,1957.79,2013,24100.63,33284.27,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",31260.6,752.46,0.0,2013,32013.06,33283.66,San Francisco
Planner 3,19130.03,0.0,8094.38,2013,27224.41,33282.19,San Francisco
Deputy Court Clerk II,21096.97,0.0,3679.55,2013,24776.52,33278.38,San Francisco
Legislative Assistant,23913.3,0.0,0.0,2013,23913.3,33266.6,San Francisco
Firefighter,25823.62,1033.06,259.58,2013,27116.26,33259.03,San Francisco
"Marriage, Family & Child Cnslr",24988.87,0.0,0.0,2013,24988.87,33250.42,San Francisco
Registered Nurse,24852.89,0.0,0.0,2013,24852.89,33239.74,San Francisco
Custodian,22908.19,0.0,0.0,2013,22908.19,33222.86,San Francisco
Patient Care Assistant,29073.87,0.0,2103.15,2013,31177.02,33219.29,San Francisco
Librarian 1,22563.0,0.0,821.02,2013,23384.02,33178.9,San Francisco
Eligibility Worker,25075.65,0.0,0.0,2013,25075.65,33177.82,San Francisco
IS Engineer-Senior,24992.0,0.0,100.07,2013,25092.07,33171.26,San Francisco
Animal Care Attendant,21150.01,634.5,2281.46,2013,24065.97,33159.45,San Francisco
Accountant III,32817.0,0.0,0.0,2013,32817.0,33145.17,San Francisco
Trans Safety Specialist,25236.0,1892.7,99.94,2013,27228.64,33140.79,San Francisco
"Counselor, Log Cabin Ranch",30178.47,0.0,2953.9,2013,33132.37,33132.37,San Francisco
Court Reporter,22704.0,0.0,2375.33,2013,25079.33,33129.21,San Francisco
Automotive Service Worker,19503.0,1747.16,2092.14,2013,23342.3,33128.43,San Francisco
Museum Guard,23911.59,2358.01,0.0,2013,26269.6,33118.86,San Francisco
Community Police Services Aide,21147.0,394.75,1223.58,2013,22765.33,33111.53,San Francisco
General Laborer,20934.0,11311.02,784.35,2013,33029.37,33108.01,San Francisco
Therapy Aide,22740.0,0.0,200.0,2013,22940.0,33107.81,San Francisco
Special Nurse,22213.54,0.0,5283.39,2013,27496.93,33099.34,San Francisco
Custodian,26696.27,0.0,267.24,2013,26963.51,33066.95,San Francisco
Maintenance Scheduler,22520.0,443.37,0.0,2013,22963.37,33064.71,San Francisco
Community Police Services Aide,21147.0,393.24,1178.09,2013,22718.33,33054.38,San Francisco
Occupational Therapist,32717.23,0.0,0.0,2013,32717.23,33044.39,San Francisco
General Laborer,22510.39,1381.8,0.0,2013,23892.19,33034.72,San Francisco
PS Aide to Prof,27254.73,41.88,1340.1,2013,28636.71,33017.71,San Francisco
Special Nurse,31490.37,0.0,1194.6,2013,32684.97,33011.82,San Francisco
Public Service Trainee,21709.35,0.0,0.0,2013,21709.35,32976.95,San Francisco
Patient Care Assistant,28787.04,1214.92,954.78,2013,30956.74,32968.21,San Francisco
Senior Clerk,21658.0,0.0,0.0,2013,21658.0,32961.74,San Francisco
Police Officer 3,32634.03,0.0,0.0,2013,32634.03,32960.37,San Francisco
Special Nurse,31115.81,0.0,1513.56,2013,32629.37,32955.67,San Francisco
Senior Personnel Analyst,21912.0,0.0,3783.56,2013,25695.56,32948.46,San Francisco
Public Service Trainee,23612.5,0.0,22.04,2013,23634.54,32936.86,San Francisco
Pr Administrative Analyst,24512.83,0.0,0.0,2013,24512.83,32934.85,San Francisco
IS Business Analyst-Principal,24492.01,0.0,0.0,2013,24492.01,32915.56,San Francisco
Transit Operator,20611.36,373.63,139.67,2013,21124.66,32884.83,San Francisco
Program Specialist,32551.75,0.0,0.0,2013,32551.75,32877.28,San Francisco
Transit Operator,20692.92,1647.14,121.69,2013,22461.75,32874.25,San Francisco
Court Reporter,4082.4,0.0,26788.82,2013,30871.22,32843.74,San Francisco
"Marriage, Family & Child Cnslr",23772.93,0.0,580.91,2013,24353.84,32836.48,San Francisco
Admission Attendant,19205.95,2499.75,307.5,2013,22013.2,32828.45,San Francisco
Sr Personal Property Auditor,24620.11,0.0,160.0,2013,24780.11,32823.69,San Francisco
Special Nurse,27231.46,0.0,827.48,2013,28058.94,32797.82,San Francisco
Transit Operator,19861.95,2325.82,1061.97,2013,23249.74,32788.04,San Francisco
Transit Operator,21602.43,724.42,201.58,2013,22528.43,32784.54,San Francisco
Health Worker 2,21329.15,0.0,0.0,2013,21329.15,32777.02,San Francisco
Clerk Typist,22344.51,0.0,665.68,2013,23010.19,32773.83,San Francisco
Health Worker 1,21222.0,0.0,0.0,2013,21222.0,32748.27,San Francisco
Library Page,21453.35,0.0,590.91,2013,22044.26,32722.28,San Francisco
Pharmacist,24844.8,0.0,0.0,2013,24844.8,32704.82,San Francisco
Truck Driver,21632.68,0.0,2663.28,2013,24295.96,32696.47,San Francisco
Electronic Maintenance Tech,32367.6,0.0,0.0,2013,32367.6,32691.28,San Francisco
Environmental Service Worker,21091.1,75.61,2942.78,2013,24109.49,32690.32,San Francisco
Special Nurse,23624.31,0.0,4327.24,2013,27951.55,32685.72,San Francisco
Attorney (Civil/Criminal),31958.0,0.0,346.11,2013,32304.11,32627.19,San Francisco
Museum Guard,26386.31,681.61,0.0,2013,27067.92,32614.33,San Francisco
Communications Systems Tech,25889.72,4140.68,1996.04,2013,32026.44,32601.79,San Francisco
Water QualityTech I/II,31826.0,0.0,0.0,2013,31826.0,32600.51,San Francisco
Nurse Practitioner,19717.62,0.0,7425.79,2013,27143.41,32597.21,San Francisco
Community Police Services Aide,21147.0,58.53,1090.63,2013,22296.16,32592.27,San Francisco
Architectural Assistant 2,32268.2,0.0,0.0,2013,32268.2,32590.91,San Francisco
Human Services Technician,21351.0,118.28,0.0,2013,21469.28,32580.03,San Francisco
Management Assistant,22686.0,0.0,0.0,2013,22686.0,32572.7,San Francisco
Senior Clerk Typist,22684.6,0.0,244.58,2013,22929.18,32560.19,San Francisco
Automotive Service Worker,19700.0,975.16,1970.0,2013,22645.16,32554.85,San Francisco
Librarian 1,22563.0,0.0,288.5,2013,22851.5,32527.52,San Francisco
Recreation Leader,21675.25,0.0,9.36,2013,21684.61,32518.79,San Francisco
Patient Care Assistant,28596.02,876.64,289.53,2013,29762.19,32505.05,San Francisco
Licensed Vocational Nurse,29496.33,340.5,2336.1,2013,32172.93,32494.67,San Francisco
Transit Supervisor,32491.78,0.0,0.0,2013,32491.78,32491.78,San Francisco
Senior Clerk,22079.25,0.0,0.0,2013,22079.25,32484.47,San Francisco
Special Nurse,22935.15,1486.54,3029.84,2013,27451.53,32472.62,San Francisco
Custodian,23993.67,528.3,0.0,2013,24521.97,32471.76,San Francisco
Planner 3,22956.0,0.0,1986.17,2013,24942.17,32464.65,San Francisco
Museum Guard,22229.1,3558.5,0.0,2013,25787.6,32464.19,San Francisco
Human Services Technician,21351.0,0.0,0.0,2013,21351.0,32460.56,San Francisco
Special Nurse,28103.24,0.0,124.09,2013,28227.33,32456.75,San Francisco
Physician Assistant,26918.06,489.97,719.82,2013,28127.85,32447.42,San Francisco
Special Nurse,31306.28,0.0,1105.58,2013,32411.86,32411.86,San Francisco
Custodian,29254.68,0.0,246.41,2013,29501.09,32398.75,San Francisco
Medical Evaluations Assistant,25934.39,0.0,200.0,2013,26134.39,32388.18,San Francisco
PS Aide to Prof,29677.66,0.0,0.0,2013,29677.66,32381.25,San Francisco
Community Police Services Aide,21147.0,61.17,900.09,2013,22108.26,32361.83,San Francisco
Transit Operator,20647.93,1070.59,688.86,2013,22407.38,32359.07,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",28189.62,0.0,0.0,2013,28189.62,32339.69,San Francisco
Sign Worker,26132.69,304.2,0.0,2013,26436.89,32339.22,San Francisco
Nurse Practitioner,23800.61,0.0,250.0,2013,24050.61,32331.1,San Francisco
Stage Electrician,32272.0,0.0,32.0,2013,32304.0,32304.0,San Francisco
Special Nurse,31163.8,0.0,1127.38,2013,32291.18,32291.18,San Francisco
Protective Services Worker,24118.96,0.0,192.96,2013,24311.92,32281.59,San Francisco
Pharmacist,20105.53,2232.15,2917.32,2013,25255.0,32280.79,San Francisco
Eligibility Worker,23928.01,0.0,360.0,2013,24288.01,32276.85,San Francisco
Home Health Aide,17939.92,3328.4,542.56,2013,21810.88,32267.89,San Francisco
Safety Analyst,26321.8,0.0,0.0,2013,26321.8,32260.33,San Francisco
Special Nurse,25778.44,0.0,1569.61,2013,27348.05,32244.8,San Francisco
Eligibility Worker,21964.56,0.0,861.66,2013,22826.22,32228.9,San Francisco
Public Service Trainee,18392.12,0.0,0.0,2013,18392.12,32221.4,San Francisco
Nursing Supervisor,24219.57,0.0,2819.79,2013,27039.36,32210.74,San Francisco
General Laborer,20097.0,873.45,544.05,2013,21514.5,32197.67,San Francisco
Truck Driver,30704.7,0.0,1138.75,2013,31843.45,32161.93,San Francisco
Accountant III,32160.69,0.0,0.0,2013,32160.69,32160.69,San Francisco
Food Service Worker,16717.94,5031.22,745.41,2013,22494.57,32157.39,San Francisco
IT Operations Support Admin IV,31810.24,0.0,0.0,2013,31810.24,32128.34,San Francisco
Electronic Maintenance Tech,23586.0,257.97,50.0,2013,23893.97,32126.96,San Francisco
Automotive Service Worker,19700.0,532.28,1970.0,2013,22202.28,32107.55,San Francisco
Public Health Nurse,26358.0,0.0,100.0,2013,26458.0,32086.39,San Francisco
Transit Operator,19938.39,1876.39,1093.36,2013,22908.14,32082.28,San Francisco
Transit Operator,21318.55,558.39,14.26,2013,21891.2,32071.76,San Francisco
Communications Line Wrk Sprv 2,24159.37,238.84,0.0,2013,24398.21,32071.62,San Francisco
Special Nurse,27176.0,1317.49,3252.94,2013,31746.43,32063.88,San Francisco
Sheriff's Lieutenant,23387.43,0.0,1637.18,2013,25024.61,32039.67,San Francisco
Librarian 1,31603.9,0.0,429.08,2013,32032.98,32032.98,San Francisco
Special Nurse,27180.45,0.0,4529.91,2013,31710.36,32027.49,San Francisco
Special Nurse,22769.93,1088.01,3268.16,2013,27126.1,32023.31,San Francisco
Senior Collections Officer,22843.04,0.0,202.6,2013,23045.64,32013.2,San Francisco
Power Generation Technician 1,22904.59,539.81,0.0,2013,23444.4,32009.66,San Francisco
Nurse Practitioner,18919.8,2663.19,3300.46,2013,24883.45,32000.31,San Francisco
Automotive Service Worker,17730.0,2397.27,2712.07,2013,22839.34,31987.87,San Francisco
Special Nurse,24232.97,0.0,3634.96,2013,27867.93,31969.68,San Francisco
Library Page,20923.91,0.0,358.32,2013,21282.23,31954.24,San Francisco
Industrial Hygienist,20694.86,0.0,5079.59,2013,25774.45,31939.13,San Francisco
Transit Operator,19658.37,2730.17,69.88,2013,22458.42,31913.0,San Francisco
Permit and Citation Clerk,30117.82,1039.38,0.0,2013,31157.2,31903.26,San Francisco
Eligibility Worker,23928.0,0.0,0.0,2013,23928.0,31900.45,San Francisco
Custodian,23421.31,0.0,1770.6,2013,25191.91,31899.72,San Francisco
Health Worker 2,20908.94,0.0,525.0,2013,21433.94,31899.04,San Francisco
Pharmacy Technician,30633.89,798.61,150.26,2013,31582.76,31898.58,San Francisco
Transit Manager 2,28889.6,0.0,0.0,2013,28889.6,31894.03,San Francisco
Special Nurse,23169.3,0.0,4084.71,2013,27254.01,31890.56,San Francisco
Special Nurse,26479.2,947.84,872.61,2013,28299.65,31873.29,San Francisco
Special Nurse,28639.67,0.0,3.14,2013,28642.81,31872.86,San Francisco
Transit Operator,18923.82,2737.23,933.01,2013,22594.06,31870.35,San Francisco
Registered Nurse,24029.4,1864.35,611.19,2013,26504.94,31857.33,San Francisco
Eligibility Worker,25922.01,0.0,60.0,2013,25982.01,31817.73,San Francisco
Transit Planner 2,22503.6,0.0,0.0,2013,22503.6,31811.69,San Francisco
Museum Guard,22308.93,3051.89,0.0,2013,25360.82,31802.49,San Francisco
Manager V,31487.53,0.0,0.0,2013,31487.53,31802.41,San Francisco
Eligibility Worker,23928.01,0.0,0.0,2013,23928.01,31800.76,San Francisco
Special Nurse,21422.0,1116.9,4399.6,2013,26938.5,31781.78,San Francisco
Special Nurse,28022.4,2714.68,1036.25,2013,31773.33,31773.33,San Francisco
Electrician,20353.44,0.0,4693.92,2013,25047.36,31769.36,San Francisco
Custodian,23311.25,0.0,1779.4,2013,25090.65,31767.12,San Francisco
Transit Operator,19609.16,741.07,404.16,2013,20754.39,31742.73,San Francisco
Maintenance Controller,20902.2,0.0,3393.76,2013,24295.96,31737.9,San Francisco
Museum Guard,22173.81,3165.55,0.0,2013,25339.36,31736.1,San Francisco
Accountant IV,31421.0,0.0,0.0,2013,31421.0,31735.22,San Francisco
Eligibility Worker,19940.0,2645.17,130.98,2013,22716.15,31723.28,San Francisco
Stationary Engineer,22499.4,246.55,9.32,2013,22755.27,31691.31,San Francisco
Transit Supervisor,23607.4,0.0,180.0,2013,23787.4,31678.08,San Francisco
Eligibility Worker,17938.53,3868.08,1051.55,2013,22858.16,31669.41,San Francisco
Recreation Leader,19172.68,0.0,828.7,2013,20001.38,31661.23,San Francisco
Parking Control Officer,19890.16,604.83,2210.71,2013,22705.7,31655.2,San Francisco
Custodian,20207.48,277.36,570.72,2013,21055.56,31649.59,San Francisco
Transit Operator,19331.12,484.95,460.37,2013,20276.44,31625.88,San Francisco
Sheriff's Property Keeper,24855.2,0.0,0.0,2013,24855.2,31620.88,San Francisco
Medical Evaluations Assistant,21589.8,0.0,1043.65,2013,22633.45,31613.22,San Francisco
Clerk,22615.92,210.92,0.0,2013,22826.84,31611.31,San Francisco
Food Service Worker,13929.3,8289.13,957.09,2013,23175.52,31602.75,San Francisco
Eligibility Worker,19453.96,999.38,1538.12,2013,21991.46,31601.86,San Francisco
Emergency Services Assistant,21098.0,0.0,0.0,2013,21098.0,31582.42,San Francisco
Senior Personnel Analyst,23291.09,0.0,0.0,2013,23291.09,31574.54,San Francisco
Public Service Trainee,18384.47,0.0,0.0,2013,18384.47,31562.83,San Francisco
Occupational Therapist,31245.58,0.0,0.0,2013,31245.58,31558.02,San Francisco
Sr Opers Mgr,31537.0,0.0,0.0,2013,31537.0,31537.0,San Francisco
Patient Care Assistant,28268.92,140.0,1113.93,2013,29522.85,31529.93,San Francisco
Custodian,16688.08,0.0,7253.85,2013,23941.93,31521.29,San Francisco
Special Nurse,27306.28,0.0,3887.88,2013,31194.16,31506.04,San Francisco
Senior Management Assistant,31184.77,0.0,0.0,2013,31184.77,31496.65,San Francisco
Registered Nurse,24090.0,602.25,1052.0,2013,25744.25,31472.53,San Francisco
Special Nurse,30333.6,0.0,821.87,2013,31155.47,31467.06,San Francisco
Special Nurse,23140.83,0.0,3593.86,2013,26734.69,31457.75,San Francisco
Planner 2,31126.64,0.0,0.0,2013,31126.64,31437.91,San Francisco
Eligibility Worker,23529.22,0.0,40.0,2013,23569.22,31437.82,San Francisco
Registered Nurse,23287.0,2409.0,200.8,2013,25896.8,31437.56,San Francisco
Publ Svc Aide-Asst to Prof,20415.02,0.0,1514.28,2013,21929.3,31430.0,San Francisco
Gardener,21597.83,0.0,0.0,2013,21597.83,31411.56,San Francisco
Junior Engineer,28374.2,2160.06,0.0,2013,30534.26,31408.0,San Francisco
Patient Care Assistant,20180.55,664.62,1458.69,2013,22303.86,31397.83,San Francisco
Pharmacist,20412.85,2562.12,1570.29,2013,24545.26,31377.25,San Francisco
Stores & Equip Asst Sprv,5528.0,0.0,23565.93,2013,29093.93,31363.85,San Francisco
Court Supervisor II,9815.46,0.0,12827.93,2013,22643.39,31344.6,San Francisco
Special Nurse,23495.12,0.0,3200.44,2013,26695.56,31333.51,San Francisco
IS Engineer-Senior,23625.0,0.0,0.0,2013,23625.0,31328.18,San Francisco
Payroll Clerk,22433.02,231.44,0.0,2013,22664.46,31326.94,San Francisco
Special Nurse,30992.37,0.0,0.0,2013,30992.37,31302.3,San Francisco
Eligibility Worker,19665.83,2074.86,146.53,2013,21887.22,31300.83,San Francisco
Publ Svc Aide-Asst to Prof,19462.3,255.19,1355.9,2013,21073.39,31297.25,San Francisco
Museum Guard,22155.35,2738.72,0.0,2013,24894.07,31295.28,San Francisco
Eligibility Worker,19658.35,1235.81,837.03,2013,21731.19,31284.49,San Francisco
Transit Operator,21155.52,44.28,80.78,2013,21280.58,31281.09,San Francisco
Painter,29207.03,1670.52,80.0,2013,30957.55,31267.14,San Francisco
Plumbing Inspector,30795.0,153.98,0.0,2013,30948.98,31258.47,San Francisco
Sheriff's Property Keeper,24529.42,0.0,0.0,2013,24529.42,31251.69,San Francisco
Special Nurse,19117.04,4441.81,3155.07,2013,26713.92,31248.31,San Francisco
Senior Clerk,19992.0,0.0,0.0,2013,19992.0,31240.27,San Francisco
Graphic Artist,22492.1,0.0,1630.15,2013,24122.25,31236.82,San Francisco
Special Nurse,30033.6,0.0,1199.9,2013,31233.5,31233.5,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,30220.01,0.0,0.0,2013,30220.01,31221.51,San Francisco
Executive Secretary 3,22351.0,0.0,1183.01,2013,23534.01,31199.37,San Francisco
Firefighter,28983.31,1033.06,249.24,2013,30265.61,31183.56,San Francisco
Special Nurse,23834.98,825.88,1696.94,2013,26357.8,31176.69,San Francisco
Special Nurse,29988.55,0.0,872.11,2013,30860.66,31169.26,San Francisco
General Laborer,21430.86,561.36,414.32,2013,22406.54,31146.49,San Francisco
Public Service Aide-Admin,19077.43,0.0,1124.78,2013,20202.21,31140.64,San Francisco
Special Nurse,25701.9,0.0,871.35,2013,26573.25,31093.2,San Francisco
Transit Fare Inspector,19487.0,1569.42,1050.5,2013,22106.92,31092.62,San Francisco
Senior Clerk,22086.04,0.0,0.0,2013,22086.04,31073.73,San Francisco
Accountant III,30762.0,0.0,0.0,2013,30762.0,31069.62,San Francisco
Safety Analyst,23801.76,0.0,89.3,2013,23891.06,31040.85,San Francisco
Junior Administrative Analyst,21609.0,0.0,0.0,2013,21609.0,31004.97,San Francisco
IS Program Analyst-Assistant,22515.8,0.0,0.0,2013,22515.8,30999.33,San Francisco
Custodian,22782.95,0.0,1689.62,2013,24472.57,30998.64,San Francisco
Transit Fare Inspector,20330.0,0.0,432.0,2013,20762.0,30980.05,San Francisco
Junior Clerk,27762.27,0.0,0.0,2013,27762.27,30972.59,San Francisco
Library Assistant,20839.58,0.0,1135.33,2013,21974.91,30970.4,San Francisco
Senior Administrative Analyst,30659.87,0.0,0.0,2013,30659.87,30966.47,San Francisco
Security Guard,19011.22,66.83,1779.82,2013,20857.87,30951.64,San Francisco
Sewage Treatment Plant Supt,30578.6,0.0,0.0,2013,30578.6,30884.41,San Francisco
"Stationary Eng, Sewage Plant",18222.29,4279.21,1571.95,2013,24073.45,30861.71,San Francisco
Sheet Metal Worker,22834.84,0.0,507.24,2013,23342.08,30850.74,San Francisco
